"Año","Zona","Ámbito geográfico","Sexo","Nacionalidad","Total Inmigraciones","Total Emigraciones","Saldo Migratorio"
"2017","Zona Intermedia","Pego","Totales","Extranjeros","125","81","44"
"2017","Zona Intermedia","Pego","Hombres","Total","143","129","14"
"2017","Zona Intermedia","Pego","Hombres","Españoles","78","86","-8"
"2017","Zona Intermedia","Pego","Hombres","Extranjeros","65","43","22"
"2017","Zona Intermedia","Pego","Mujeres","Total","135","126","9"
"2017","Zona Intermedia","Pego","Mujeres","Españoles","75","88","-13"
"2017","Zona Intermedia","Pego","Mujeres","Extranjeros","60","38","22"
"2017","Zona Interior","el Ràfol d'Almúnia","Totales","Total","37","60","-23"
"2017","Zona Interior","el Ràfol d'Almúnia","Totales","Españoles","21","8","13"
"2017","Zona Interior","el Ràfol d'Almúnia","Totales","Extranjeros","16","52","-36"
"2017","Zona Interior","el Ràfol d'Almúnia","Hombres","Total","18","33","-15"
"2017","Zona Interior","el Ràfol d'Almúnia","Hombres","Españoles","11","2","9"
"2017","Zona Interior","el Ràfol d'Almúnia","Hombres","Extranjeros","7","31","-24"
"2017","Zona Interior","el Ràfol d'Almúnia","Mujeres","Total","19","27","-8"
"2017","Zona Interior","el Ràfol d'Almúnia","Mujeres","Españoles","10","6","4"
"2017","Zona Interior","el Ràfol d'Almúnia","Mujeres","Extranjeros","9","21","-12"
"2017","Zona Interior","Sagra","Totales","Total","23","20","3"
"2017","Zona Interior","Sagra","Totales","Españoles","13","9","4"
"2017","Zona Interior","Sagra","Totales","Extranjeros","10","11","-1"
"2017","Zona Interior","Sagra","Hombres","Total","10","10","0"
"2017","Zona Interior","Sagra","Hombres","Españoles","6","4","2"
"2017","Zona Interior","Sagra","Hombres","Extranjeros","4","6","-2"
"2017","Zona Interior","Sagra","Mujeres","Total","13","10","3"
"2017","Zona Interior","Sagra","Mujeres","Españoles","7","5","2"
"2017","Zona Interior","Sagra","Mujeres","Extranjeros","6","5","1"
"2017","Zona Interior","Sanet y Negrals","Totales","Total","36","17","19"
"2017","Zona Interior","Sanet y Negrals","Totales","Españoles","18","11","7"
"2017","Zona Interior","Sanet y Negrals","Totales","Extranjeros","18","6","12"
"2017","Zona Interior","Sanet y Negrals","Hombres","Total","18","7","11"
"2017","Zona Interior","Sanet y Negrals","Hombres","Españoles","10","5","5"
"2017","Zona Interior","Sanet y Negrals","Hombres","Extranjeros","8","2","6"
"2017","Zona Interior","Sanet y Negrals","Mujeres","Total","18","10","8"
"2017","Zona Interior","Sanet y Negrals","Mujeres","Españoles","8","6","2"
"2017","Zona Interior","Sanet y Negrals","Mujeres","Extranjeros","10","4","6"
"2017","Zona Intermedia","Senija","Totales","Total","39","30","9"
"2017","Zona Intermedia","Senija","Totales","Españoles","12","20","-8"
"2017","Zona Intermedia","Senija","Totales","Extranjeros","27","10","17"
"2017","Zona Intermedia","Senija","Hombres","Total","23","10","13"
"2017","Zona Intermedia","Senija","Hombres","Españoles","6","6","0"
"2017","Zona Intermedia","Senija","Hombres","Extranjeros","17","4","13"
"2017","Zona Intermedia","Senija","Mujeres","Total","16","20","-4"
"2017","Zona Intermedia","Senija","Mujeres","Españoles","6","14","-8"
"2017","Zona Intermedia","Senija","Mujeres","Extranjeros","10","6","4"
"2017","Zona Costa","Teulada","Totales","Total","984","600","384"
"2017","Zona Costa","Teulada","Totales","Españoles","192","203","-11"
"2017","Zona Costa","Teulada","Totales","Extranjeros","792","397","395"
"2017","Zona Costa","Teulada","Hombres","Total","490","311","179"
"2017","Zona Costa","Teulada","Hombres","Españoles","88","98","-10"
"2017","Zona Costa","Teulada","Hombres","Extranjeros","402","213","189"
"2017","Zona Costa","Teulada","Mujeres","Total","494","289","205"
"2017","Zona Costa","Teulada","Mujeres","Españoles","104","105","-1"
"2017","Zona Costa","Teulada","Mujeres","Extranjeros","390","184","206"
"2017","Zona Interior","Tormos","Totales","Total","25","9","16"
"2017","Zona Interior","Tormos","Totales","Españoles","13","6","7"
"2017","Zona Interior","Tormos","Totales","Extranjeros","12","3","9"
"2017","Zona Interior","Tormos","Hombres","Total","14","5","9"
"2017","Zona Interior","Tormos","Hombres","Españoles","7","3","4"
"2017","Zona Interior","Tormos","Hombres","Extranjeros","7","2","5"
"2017","Zona Interior","Tormos","Mujeres","Total","11","4","7"
"2017","Zona Interior","Tormos","Mujeres","Españoles","6","3","3"
"2017","Zona Interior","Tormos","Mujeres","Extranjeros","5","1","4"
"2017","Zona Interior","la Vall d'Alcalà","Totales","Total","3","8","-5"
"2017","Zona Interior","la Vall d'Alcalà","Totales","Españoles","2","8","-6"
"2017","Zona Interior","la Vall d'Alcalà","Totales","Extranjeros","1","0","1"
"2017","Zona Interior","la Vall d'Alcalà","Hombres","Total","1","3","-2"
"2017","Zona Interior","la Vall d'Alcalà","Hombres","Españoles","0","3","-3"
"2017","Zona Interior","la Vall d'Alcalà","Hombres","Extranjeros","1","0","1"
"2017","Zona Interior","la Vall d'Alcalà","Mujeres","Total","2","5","-3"
"2017","Zona Interior","la Vall d'Alcalà","Mujeres","Españoles","2","5","-3"
"2017","Zona Interior","la Vall d'Alcalà","Mujeres","Extranjeros","0","0","0"
"2017","Zona Interior","la Vall d'Ebo","Totales","Total","7","9","-2"
"2017","Zona Interior","la Vall d'Ebo","Totales","Españoles","4","8","-4"
"2017","Zona Interior","la Vall d'Ebo","Totales","Extranjeros","3","1","2"
"2017","Zona Interior","la Vall d'Ebo","Hombres","Total","3","5","-2"
"2017","Zona Interior","la Vall d'Ebo","Hombres","Españoles","2","5","-3"
"2017","Zona Interior","la Vall d'Ebo","Hombres","Extranjeros","1","0","1"
"2017","Zona Interior","la Vall d'Ebo","Mujeres","Total","4","4","0"
"2017","Zona Interior","la Vall d'Ebo","Mujeres","Españoles","2","3","-1"
"2017","Zona Interior","la Vall d'Ebo","Mujeres","Extranjeros","2","1","1"
"2017","Zona Interior","la Vall de Gallinera","Totales","Total","29","29","0"
"2017","Zona Interior","la Vall de Gallinera","Totales","Españoles","12","25","-13"
"2017","Zona Interior","la Vall de Gallinera","Totales","Extranjeros","17","4","13"
"2017","Zona Interior","la Vall de Gallinera","Hombres","Total","15","14","1"
"2017","Zona Interior","la Vall de Gallinera","Hombres","Españoles","5","11","-6"
"2017","Zona Interior","la Vall de Gallinera","Hombres","Extranjeros","10","3","7"
"2017","Zona Interior","la Vall de Gallinera","Mujeres","Total","14","15","-1"
"2017","Zona Interior","la Vall de Gallinera","Mujeres","Españoles","7","14","-7"
"2017","Zona Interior","la Vall de Gallinera","Mujeres","Extranjeros","7","1","6"
"2017","Zona Interior","la Vall de Laguar","Totales","Total","64","45","19"
"2017","Zona Interior","la Vall de Laguar","Totales","Españoles","44","39","5"
"2017","Zona Interior","la Vall de Laguar","Totales","Extranjeros","20","6","14"
"2017","Zona Interior","la Vall de Laguar","Hombres","Total","32","20","12"
"2017","Zona Interior","la Vall de Laguar","Hombres","Españoles","22","16","6"
"2017","Zona Interior","la Vall de Laguar","Hombres","Extranjeros","10","4","6"
"2017","Zona Interior","la Vall de Laguar","Mujeres","Total","32","25","7"
"2017","Zona Interior","la Vall de Laguar","Mujeres","Españoles","22","23","-1"
"2017","Zona Interior","la Vall de Laguar","Mujeres","Extranjeros","10","2","8"
"2017","Zona Intermedia","el Verger","Totales","Total","329","211","118"
"2017","Zona Intermedia","el Verger","Totales","Españoles","167","136","31"
"2017","Zona Intermedia","el Verger","Totales","Extranjeros","162","75","87"
"2017","Zona Intermedia","el Verger","Hombres","Total","171","110","61"
"2017","Zona Intermedia","el Verger","Hombres","Españoles","88","69","19"
"2017","Zona Intermedia","el Verger","Hombres","Extranjeros","83","41","42"
"2017","Zona Intermedia","el Verger","Mujeres","Total","158","101","57"
"2017","Zona Intermedia","el Verger","Mujeres","Españoles","79","67","12"
"2017","Zona Intermedia","el Verger","Mujeres","Extranjeros","79","34","45"
"2017","Zona Costa","els Poblets","Totales","Total","230","251","-21"
"2017","Zona Costa","els Poblets","Totales","Españoles","68","83","-15"
"2017","Zona Costa","els Poblets","Totales","Extranjeros","162","168","-6"
"2017","Zona Costa","els Poblets","Hombres","Total","109","119","-10"
"2017","Zona Costa","els Poblets","Hombres","Españoles","36","35","1"
"2017","Zona Costa","els Poblets","Hombres","Extranjeros","73","84","-11"
"2017","Zona Costa","els Poblets","Mujeres","Total","121","132","-11"
"2017","Zona Costa","els Poblets","Mujeres","Españoles","32","48","-16"
"2017","Zona Costa","els Poblets","Mujeres","Extranjeros","89","84","5"
"2016","-","La Marina Alta","Totales","Total","10.592","9.972","620"
"2016","-","La Marina Alta","Totales","Españoles","3.710","3.464","246"
"2016","-","La Marina Alta","Totales","Extranjeros","6.882","6.508","374"
"2016","-","La Marina Alta","Hombres","Total","5.336","5.123","213"
"2016","-","La Marina Alta","Hombres","Españoles","1.826","1.702","124"
"2016","-","La Marina Alta","Hombres","Extranjeros","3.510","3.421","89"
"2016","-","La Marina Alta","Mujeres","Total","5.256","4.849","407"
"2016","-","La Marina Alta","Mujeres","Españoles","1.884","1.762","122"
"2016","-","La Marina Alta","Mujeres","Extranjeros","3.372","3.087","285"
"2016","-","Zona Costa","Totales","Total","7.140","7.006","134"
"2016","-","Zona Costa","Totales","Españoles","2.237","2.175","62"
"2016","-","Zona Costa","Totales","Extranjeros","4.903","4.831","72"
"2016","-","Zona Costa","Hombres","Total","3.597","3.619","-22"
"2016","-","Zona Costa","Hombres","Españoles","1.091","1.070","21"
"2016","-","Zona Costa","Hombres","Extranjeros","2.506","2.549","-43"
"2016","-","Zona Costa","Mujeres","Total","3.543","3.387","156"
"2016","-","Zona Costa","Mujeres","Españoles","1.146","1.105","41"
"2016","-","Zona Costa","Mujeres","Extranjeros","2.397","2.282","115"
"2016","-","Zona Intermedia","Totales","Total","2.516","2.248","268"
"2016","-","Zona Intermedia","Totales","Españoles","1.068","987","81"
"2016","-","Zona Intermedia","Totales","Extranjeros","1.448","1.261","187"
"2016","-","Zona Intermedia","Hombres","Total","1.276","1.129","147"
"2016","-","Zona Intermedia","Hombres","Españoles","549","480","69"
"2016","-","Zona Intermedia","Hombres","Extranjeros","727","649","78"
"2016","-","Zona Intermedia","Mujeres","Total","1.240","1.119","121"
"2016","-","Zona Intermedia","Mujeres","Españoles","519","507","12"
"2016","-","Zona Intermedia","Mujeres","Extranjeros","721","612","109"
"2016","-","Zona Interior","Totales","Total","936","718","218"
"2016","-","Zona Interior","Totales","Españoles","405","302","103"
"2016","-","Zona Interior","Totales","Extranjeros","531","416","115"
"2016","-","Zona Interior","Hombres","Total","463","375","88"
"2016","-","Zona Interior","Hombres","Españoles","186","152","34"
"2016","-","Zona Interior","Hombres","Extranjeros","277","223","54"
"2016","-","Zona Interior","Mujeres","Total","473","343","130"
"2016","-","Zona Interior","Mujeres","Españoles","219","150","69"
"2016","-","Zona Interior","Mujeres","Extranjeros","254","193","61"
"2016","Zona Interior","l'Atzúbia","Totales","Total","28","24","4"
"2016","Zona Interior","l'Atzúbia","Totales","Españoles","11","10","1"
"2016","Zona Interior","l'Atzúbia","Totales","Extranjeros","17","14","3"
"2016","Zona Interior","l'Atzúbia","Hombres","Total","17","13","4"
"2016","Zona Interior","l'Atzúbia","Hombres","Españoles","6","7","-1"
"2016","Zona Interior","l'Atzúbia","Hombres","Extranjeros","11","6","5"
"2016","Zona Interior","l'Atzúbia","Mujeres","Total","11","11","0"
"2016","Zona Interior","l'Atzúbia","Mujeres","Españoles","5","3","2"
"2016","Zona Interior","l'Atzúbia","Mujeres","Extranjeros","6","8","-2"
"2016","Zona Interior","Alcalalí","Totales","Total","109","100","9"
"2016","Zona Interior","Alcalalí","Totales","Españoles","13","21","-8"
"2016","Zona Interior","Alcalalí","Totales","Extranjeros","96","79","17"
"2016","Zona Interior","Alcalalí","Hombres","Total","53","58","-5"
"2016","Zona Interior","Alcalalí","Hombres","Españoles","6","11","-5"
"2016","Zona Interior","Alcalalí","Hombres","Extranjeros","47","47","0"
"2016","Zona Interior","Alcalalí","Mujeres","Total","56","42","14"
"2016","Zona Interior","Alcalalí","Mujeres","Españoles","7","10","-3"
"2016","Zona Interior","Alcalalí","Mujeres","Extranjeros","49","32","17"
"2016","Zona Interior","Beniarbeig","Totales","Total","164","114","50"
"2016","Zona Interior","Beniarbeig","Totales","Españoles","79","79","0"
"2016","Zona Interior","Beniarbeig","Totales","Extranjeros","85","35","50"
"2016","Zona Interior","Beniarbeig","Hombres","Total","95","50","45"
"2016","Zona Interior","Beniarbeig","Hombres","Españoles","46","38","8"
"2016","Zona Interior","Beniarbeig","Hombres","Extranjeros","49","12","37"
"2016","Zona Interior","Beniarbeig","Mujeres","Total","69","64","5"
"2016","Zona Interior","Beniarbeig","Mujeres","Españoles","33","41","-8"
"2016","Zona Interior","Beniarbeig","Mujeres","Extranjeros","36","23","13"
"2016","Zona Interior","Benigembla","Totales","Total","31","20","11"
"2016","Zona Interior","Benigembla","Totales","Españoles","10","5","5"
"2016","Zona Interior","Benigembla","Totales","Extranjeros","21","15","6"
"2016","Zona Interior","Benigembla","Hombres","Total","13","9","4"
"2016","Zona Interior","Benigembla","Hombres","Españoles","5","3","2"
"2016","Zona Interior","Benigembla","Hombres","Extranjeros","8","6","2"
"2016","Zona Interior","Benigembla","Mujeres","Total","18","11","7"
"2016","Zona Interior","Benigembla","Mujeres","Españoles","5","2","3"
"2016","Zona Interior","Benigembla","Mujeres","Extranjeros","13","9","4"
"2016","Zona Interior","Benidoleig","Totales","Total","69","32","37"
"2016","Zona Interior","Benidoleig","Totales","Españoles","28","11","17"
"2016","Zona Interior","Benidoleig","Totales","Extranjeros","41","21","20"
"2016","Zona Interior","Benidoleig","Hombres","Total","38","17","21"
"2016","Zona Interior","Benidoleig","Hombres","Españoles","14","6","8"
"2016","Zona Interior","Benidoleig","Hombres","Extranjeros","24","11","13"
"2016","Zona Interior","Benidoleig","Mujeres","Total","31","15","16"
"2016","Zona Interior","Benidoleig","Mujeres","Españoles","14","5","9"
"2016","Zona Interior","Benidoleig","Mujeres","Extranjeros","17","10","7"
"2016","Zona Interior","Benimeli","Totales","Total","28","17","11"
"2016","Zona Interior","Benimeli","Totales","Españoles","14","6","8"
"2016","Zona Interior","Benimeli","Totales","Extranjeros","14","11","3"
"2016","Zona Interior","Benimeli","Hombres","Total","13","7","6"
"2016","Zona Interior","Benimeli","Hombres","Españoles","6","2","4"
"2016","Zona Interior","Benimeli","Hombres","Extranjeros","7","5","2"
"2016","Zona Interior","Benimeli","Mujeres","Total","15","10","5"
"2016","Zona Interior","Benimeli","Mujeres","Españoles","8","4","4"
"2016","Zona Interior","Benimeli","Mujeres","Extranjeros","7","6","1"
"2016","Zona Intermedia","Benissa","Totales","Total","617","477","140"
"2016","Zona Intermedia","Benissa","Totales","Españoles","186","156","30"
"2016","Zona Intermedia","Benissa","Totales","Extranjeros","431","321","110"
"2016","Zona Intermedia","Benissa","Hombres","Total","292","236","56"
"2016","Zona Intermedia","Benissa","Hombres","Españoles","90","83","7"
"2016","Zona Intermedia","Benissa","Hombres","Extranjeros","202","153","49"
"2016","Zona Intermedia","Benissa","Mujeres","Total","325","241","84"
"2016","Zona Intermedia","Benissa","Mujeres","Españoles","96","73","23"
"2016","Zona Intermedia","Benissa","Mujeres","Extranjeros","229","168","61"
"2016","Zona Costa","Poble Nou de Benitatxell","Totales","Total","362","925","-563"
"2016","Zona Costa","Poble Nou de Benitatxell","Totales","Españoles","88","65","23"
"2016","Zona Costa","Poble Nou de Benitatxell","Totales","Extranjeros","274","860","-586"
"2016","Zona Costa","Poble Nou de Benitatxell","Hombres","Total","186","487","-301"
"2016","Zona Costa","Poble Nou de Benitatxell","Hombres","Españoles","47","39","8"
"2016","Zona Costa","Poble Nou de Benitatxell","Hombres","Extranjeros","139","448","-309"
"2016","Zona Costa","Poble Nou de Benitatxell","Mujeres","Total","176","438","-262"
"2016","Zona Costa","Poble Nou de Benitatxell","Mujeres","Españoles","41","26","15"
"2016","Zona Costa","Poble Nou de Benitatxell","Mujeres","Extranjeros","135","412","-277"
"2016","Zona Costa","Calp","Totales","Total","1.421","903","518"
"2016","Zona Costa","Calp","Totales","Españoles","395","363","32"
"2016","Zona Costa","Calp","Totales","Extranjeros","1.026","540","486"
"2016","Zona Costa","Calp","Hombres","Total","737","463","274"
"2016","Zona Costa","Calp","Hombres","Españoles","198","168","30"
"2016","Zona Costa","Calp","Hombres","Extranjeros","539","295","244"
"2016","Zona Costa","Calp","Mujeres","Total","684","440","244"
"2016","Zona Costa","Calp","Mujeres","Españoles","197","195","2"
"2016","Zona Costa","Calp","Mujeres","Extranjeros","487","245","242"
"2016","Zona Interior","Castell de Castells","Totales","Total","18","31","-13"
"2016","Zona Interior","Castell de Castells","Totales","Españoles","11","18","-7"
"2016","Zona Interior","Castell de Castells","Totales","Extranjeros","7","13","-6"
"2016","Zona Interior","Castell de Castells","Hombres","Total","9","16","-7"
"2016","Zona Interior","Castell de Castells","Hombres","Españoles","5","9","-4"
"2016","Zona Interior","Castell de Castells","Hombres","Extranjeros","4","7","-3"
"2016","Zona Interior","Castell de Castells","Mujeres","Total","9","15","-6"
"2016","Zona Interior","Castell de Castells","Mujeres","Españoles","6","9","-3"
"2016","Zona Interior","Castell de Castells","Mujeres","Extranjeros","3","6","-3"
"2016","Zona Costa","Dénia","Totales","Total","2.214","1.763","451"
"2016","Zona Costa","Dénia","Totales","Españoles","981","972","9"
"2016","Zona Costa","Dénia","Totales","Extranjeros","1.233","791","442"
"2016","Zona Costa","Dénia","Hombres","Total","1.075","939","136"
"2016","Zona Costa","Dénia","Hombres","Españoles","486","497","-11"
"2016","Zona Costa","Dénia","Hombres","Extranjeros","589","442","147"
"2016","Zona Costa","Dénia","Mujeres","Total","1.139","824","315"
"2016","Zona Costa","Dénia","Mujeres","Españoles","495","475","20"
"2016","Zona Costa","Dénia","Mujeres","Extranjeros","644","349","295"
"2016","Zona Intermedia","Gata de Gorgos","Totales","Total","212","159","53"
"2016","Zona Intermedia","Gata de Gorgos","Totales","Españoles","95","92","3"
"2016","Zona Intermedia","Gata de Gorgos","Totales","Extranjeros","117","67","50"
"2016","Zona Intermedia","Gata de Gorgos","Hombres","Total","114","86","28"
"2016","Zona Intermedia","Gata de Gorgos","Hombres","Españoles","51","49","2"
"2016","Zona Intermedia","Gata de Gorgos","Hombres","Extranjeros","63","37","26"
"2016","Zona Intermedia","Gata de Gorgos","Mujeres","Total","98","73","25"
"2016","Zona Intermedia","Gata de Gorgos","Mujeres","Españoles","44","43","1"
"2016","Zona Intermedia","Gata de Gorgos","Mujeres","Extranjeros","54","30","24"
"2016","Zona Intermedia","Xaló","Totales","Total","197","158","39"
"2016","Zona Intermedia","Xaló","Totales","Españoles","61","58","3"
"2016","Zona Intermedia","Xaló","Totales","Extranjeros","136","100","36"
"2016","Zona Intermedia","Xaló","Hombres","Total","104","76","28"
"2016","Zona Intermedia","Xaló","Hombres","Españoles","37","20","17"
"2016","Zona Intermedia","Xaló","Hombres","Extranjeros","67","56","11"
"2016","Zona Intermedia","Xaló","Mujeres","Total","93","82","11"
"2016","Zona Intermedia","Xaló","Mujeres","Españoles","24","38","-14"
"2016","Zona Intermedia","Xaló","Mujeres","Extranjeros","69","44","25"
"2016","Zona Costa","Xàbia/Jávea","Totales","Total","2.074","2.048","26"
"2016","Zona Costa","Xàbia/Jávea","Totales","Españoles","508","510","-2"
"2016","Zona Costa","Xàbia/Jávea","Totales","Extranjeros","1.566","1.538","28"
"2016","Zona Costa","Xàbia/Jávea","Hombres","Total","1.051","1.017","34"
"2016","Zona Costa","Xàbia/Jávea","Hombres","Españoles","235","240","-5"
"2016","Zona Costa","Xàbia/Jávea","Hombres","Extranjeros","816","777","39"
"2016","Zona Costa","Xàbia/Jávea","Mujeres","Total","1.023","1.031","-8"
"2016","Zona Costa","Xàbia/Jávea","Mujeres","Españoles","273","270","3"
"2016","Zona Costa","Xàbia/Jávea","Mujeres","Extranjeros","750","761","-11"
"2016","Zona Intermedia","Llíber","Totales","Total","81","77","4"
"2016","Zona Intermedia","Llíber","Totales","Españoles","12","12","0"
"2016","Zona Intermedia","Llíber","Totales","Extranjeros","69","65","4"
"2016","Zona Intermedia","Llíber","Hombres","Total","42","34","8"
"2016","Zona Intermedia","Llíber","Hombres","Españoles","6","9","-3"
"2016","Zona Intermedia","Llíber","Hombres","Extranjeros","36","25","11"
"2016","Zona Intermedia","Llíber","Mujeres","Total","39","43","-4"
"2016","Zona Intermedia","Llíber","Mujeres","Españoles","6","3","3"
"2016","Zona Intermedia","Llíber","Mujeres","Extranjeros","33","40","-7"
"2016","Zona Interior","Murla","Totales","Total","41","12","29"
"2016","Zona Interior","Murla","Totales","Españoles","16","8","8"
"2016","Zona Interior","Murla","Totales","Extranjeros","25","4","21"
"2016","Zona Interior","Murla","Hombres","Total","20","3","17"
"2016","Zona Interior","Murla","Hombres","Españoles","8","2","6"
"2016","Zona Interior","Murla","Hombres","Extranjeros","12","1","11"
"2016","Zona Interior","Murla","Mujeres","Total","21","9","12"
"2016","Zona Interior","Murla","Mujeres","Españoles","8","6","2"
"2016","Zona Interior","Murla","Mujeres","Extranjeros","13","3","10"
"2016","Zona Intermedia","Ondara","Totales","Total","389","303","86"
"2016","Zona Intermedia","Ondara","Totales","Españoles","226","187","39"
"2016","Zona Intermedia","Ondara","Totales","Extranjeros","163","116","47"
"2016","Zona Intermedia","Ondara","Hombres","Total","201","152","49"
"2016","Zona Intermedia","Ondara","Hombres","Españoles","122","93","29"
"2016","Zona Intermedia","Ondara","Hombres","Extranjeros","79","59","20"
"2016","Zona Intermedia","Ondara","Mujeres","Total","188","151","37"
"2016","Zona Intermedia","Ondara","Mujeres","Españoles","104","94","10"
"2016","Zona Intermedia","Ondara","Mujeres","Extranjeros","84","57","27"
"2016","Zona Interior","Orba","Totales","Total","121","160","-39"
"2016","Zona Interior","Orba","Totales","Españoles","40","25","15"
"2016","Zona Interior","Orba","Totales","Extranjeros","81","135","-54"
"2016","Zona Interior","Orba","Hombres","Total","55","97","-42"
"2016","Zona Interior","Orba","Hombres","Españoles","14","14","0"
"2016","Zona Interior","Orba","Hombres","Extranjeros","41","83","-42"
"2016","Zona Interior","Orba","Mujeres","Total","66","63","3"
"2016","Zona Interior","Orba","Mujeres","Españoles","26","11","15"
"2016","Zona Interior","Orba","Mujeres","Extranjeros","40","52","-12"
"2016","Zona Interior","Parcent","Totales","Total","57","25","32"
"2016","Zona Interior","Parcent","Totales","Españoles","13","5","8"
"2016","Zona Interior","Parcent","Totales","Extranjeros","44","20","24"
"2016","Zona Interior","Parcent","Hombres","Total","24","12","12"
"2016","Zona Interior","Parcent","Hombres","Españoles","3","2","1"
"2016","Zona Interior","Parcent","Hombres","Extranjeros","21","10","11"
"2016","Zona Interior","Parcent","Mujeres","Total","33","13","20"
"2016","Zona Interior","Parcent","Mujeres","Españoles","10","3","7"
"2016","Zona Interior","Parcent","Mujeres","Extranjeros","23","10","13"
"2016","Zona Intermedia","Pedreguer","Totales","Total","454","431","23"
"2016","Zona Intermedia","Pedreguer","Totales","Españoles","205","171","34"
"2016","Zona Intermedia","Pedreguer","Totales","Extranjeros","249","260","-11"
"2016","Zona Intermedia","Pedreguer","Hombres","Total","224","213","11"
"2016","Zona Intermedia","Pedreguer","Hombres","Españoles","101","79","22"
"2016","Zona Intermedia","Pedreguer","Hombres","Extranjeros","123","134","-11"
"2016","Zona Intermedia","Pedreguer","Mujeres","Total","230","218","12"
"2016","Zona Intermedia","Pedreguer","Mujeres","Españoles","104","92","12"
"2016","Zona Intermedia","Pedreguer","Mujeres","Extranjeros","126","126","0"
"2016","Zona Intermedia","Pego","Totales","Total","297","403","-106"
"2016","Zona Intermedia","Pego","Totales","Españoles","164","166","-2"
"2016","Zona Intermedia","Pego","Totales","Extranjeros","133","237","-104"
"2016","Zona Intermedia","Pego","Hombres","Total","157","214","-57"
"2016","Zona Intermedia","Pego","Hombres","Españoles","85","79","6"
"2016","Zona Intermedia","Pego","Hombres","Extranjeros","72","135","-63"
"2016","Zona Intermedia","Pego","Mujeres","Total","140","189","-49"
"2016","Zona Intermedia","Pego","Mujeres","Españoles","79","87","-8"
"2016","Zona Intermedia","Pego","Mujeres","Extranjeros","61","102","-41"
"2016","Zona Interior","el Ràfol d'Almúnia","Totales","Total","39","19","20"
"2016","Zona Interior","el Ràfol d'Almúnia","Totales","Españoles","15","9","6"
"2016","Zona Interior","el Ràfol d'Almúnia","Totales","Extranjeros","24","10","14"
"2016","Zona Interior","el Ràfol d'Almúnia","Hombres","Total","24","8","16"
"2016","Zona Interior","el Ràfol d'Almúnia","Hombres","Españoles","8","4","4"
"2016","Zona Interior","el Ràfol d'Almúnia","Hombres","Extranjeros","16","4","12"
"2016","Zona Interior","el Ràfol d'Almúnia","Mujeres","Total","15","11","4"
"2016","Zona Interior","el Ràfol d'Almúnia","Mujeres","Españoles","7","5","2"
"2016","Zona Interior","el Ràfol d'Almúnia","Mujeres","Extranjeros","8","6","2"
"2016","Zona Interior","Sagra","Totales","Total","22","39","-17"
"2016","Zona Interior","Sagra","Totales","Españoles","19","13","6"
"2016","Zona Interior","Sagra","Totales","Extranjeros","3","26","-23"
"2016","Zona Interior","Sagra","Hombres","Total","9","20","-11"
"2016","Zona Interior","Sagra","Hombres","Españoles","7","7","0"
"2016","Zona Interior","Sagra","Hombres","Extranjeros","2","13","-11"
"2016","Zona Interior","Sagra","Mujeres","Total","13","19","-6"
"2016","Zona Interior","Sagra","Mujeres","Españoles","12","6","6"
"2016","Zona Interior","Sagra","Mujeres","Extranjeros","1","13","-12"
"2016","Zona Interior","Sanet y Negrals","Totales","Total","52","23","29"
"2016","Zona Interior","Sanet y Negrals","Totales","Españoles","24","15","9"
"2016","Zona Interior","Sanet y Negrals","Totales","Extranjeros","28","8","20"
"2016","Zona Interior","Sanet y Negrals","Hombres","Total","23","7","16"
"2016","Zona Interior","Sanet y Negrals","Hombres","Españoles","10","3","7"
"2016","Zona Interior","Sanet y Negrals","Hombres","Extranjeros","13","4","9"
"2016","Zona Interior","Sanet y Negrals","Mujeres","Total","29","16","13"
"2016","Zona Interior","Sanet y Negrals","Mujeres","Españoles","14","12","2"
"2016","Zona Interior","Sanet y Negrals","Mujeres","Extranjeros","15","4","11"
"2016","Zona Intermedia","Senija","Totales","Total","43","24","19"
"2016","Zona Intermedia","Senija","Totales","Españoles","10","10","0"
"2016","Zona Intermedia","Senija","Totales","Extranjeros","33","14","19"
"2016","Zona Intermedia","Senija","Hombres","Total","21","13","8"
"2016","Zona Intermedia","Senija","Hombres","Españoles","3","6","-3"
"2016","Zona Intermedia","Senija","Hombres","Extranjeros","18","7","11"
"2016","Zona Intermedia","Senija","Mujeres","Total","22","11","11"
"2016","Zona Intermedia","Senija","Mujeres","Españoles","7","4","3"
"2016","Zona Intermedia","Senija","Mujeres","Extranjeros","15","7","8"
"2016","Zona Costa","Teulada","Totales","Total","860","1.140","-280"
"2016","Zona Costa","Teulada","Totales","Españoles","201","189","12"
"2016","Zona Costa","Teulada","Totales","Extranjeros","659","951","-292"
"2016","Zona Costa","Teulada","Hombres","Total","444","592","-148"
"2016","Zona Costa","Teulada","Hombres","Españoles","94","90","4"
"2016","Zona Costa","Teulada","Hombres","Extranjeros","350","502","-152"
"2016","Zona Costa","Teulada","Mujeres","Total","416","548","-132"
"2016","Zona Costa","Teulada","Mujeres","Españoles","107","99","8"
"2016","Zona Costa","Teulada","Mujeres","Extranjeros","309","449","-140"
"2016","Zona Interior","Tormos","Totales","Total","24","10","14"
"2016","Zona Interior","Tormos","Totales","Españoles","9","3","6"
"2016","Zona Interior","Tormos","Totales","Extranjeros","15","7","8"
"2016","Zona Interior","Tormos","Hombres","Total","11","7","4"
